name,name,info,img,douban,imdb,rt_tm,rt_ad,related_fb_post
Fate：魔法俏佳人傳奇,Fate：魔法俏佳人傳奇,"
                                　　《天命：魔法俏佳人傳奇》講述了五名仙子在魔法仙境的魔法寄宿學校艾菲城學院的成長之旅。在那裡，她們必須學會掌控自己的力量，同時還要應對愛情、競爭對手以及會威脅她們生命的怪物。《天命：魔法俏佳人傳奇》由布賴恩·揚（《吸血鬼日記》）擔任創劇人，是根據伊齊奧·斯特拉菲的意大利動畫劇集《魔法俏佳人》改編的真人版。
                        ",None,5.3,6.9,37%,37%,[]
三人要守密，兩人得死去,三人要守密，兩人得死去,"
                                　　《王冠 The Crown》製片公司Left Bank Pictures為Netflix製作另一部新劇《她的雙眼背後 Behind Her Eyes》，這部劇集改編自Sarah Pinborough的同名驚悚小說，6集改編劇現已開機拍攝拍攝。
                                    
                                　　《她的雙眼背後》女主角Louise是位單親母親兼祕書，某夜她在酒吧認識並親吻了名年輕的男子David，但後來Louise發現對方竟是自己的新上司；同時間Louise在鎮上結交了新朋友Adele，不過女主接下來才知道她是David的妻子。Louise痴迷並陷入於這對夫婦的關係中時，女主卻逐漸認為他們有著很多不對勁的地方，表裡不一的David及Adele可能隱藏著可怕的祕密。
                                    
                                　　Simona Brown飾演Louise﹑Tom Bateman飾演心理醫生David﹑Eve Hewson飾演Adele。
                        ",None,7.4,7.2,62%,62%,[]
真愛基因,真愛基因,"
                                　　一名 DNA 專家發現找到完美另一半的方法，於是創辦出大膽又新穎的 DNA 配對服務，愛情與謊言因而如同螺旋般纏繞相生。
                        ",None,6.9,6.6,Nothing,Nothing,[]
太陽召喚,太陽召喚,"
                                　　《太陽召喚》根據利·巴杜戈全球暢銷的“格里莎世界”小說改編，故事背景設定在一個飽受戰爭蹂躪的世界裡，底層士兵、孤女阿麗娜·斯達科夫突然施展出一種非凡的力量，這可能是讓她的國家重獲自由的關鍵。隨著暗影黑幕巨大威脅的迫近，阿麗娜被迫遠離她所熟知的一切，並受訓成為格里莎魔法精英軍隊的一員。但就在她努力磨練自己的力量時，她發現盟友和敵人可以是同一個人，而在這個繁華的世界裡，一切都暗藏玄機。危險的力量正在崛起，其中包括一群魅力超凡的罪犯，要想生存下去，光靠魔法是不夠的。《太陽召喚》是由 21 Laps Entertainment 出品的 Netflix 劇集，主演陣容包括潔西·梅·李（阿麗娜·斯達科夫）、阿奇·雷諾（瑪裡安·奧勒瑟夫）、弗萊迪·卡特（卡茲·布瑞克）、阿米塔·休曼（伊奈什）、基特·揚（傑斯帕·費伊）和本·巴恩斯（奇利甘將軍）。
                        ",None,7.3,Nothing,82%,82%,[]
朱比特傳奇,朱比特傳奇,"
                                　　在保護人類近一個世紀後，世界上的第一代超級英雄必須將這項事業交給子女們。但年輕的超級英雄們渴望證明自己的價值，還要努力不辜負父母們的盛名以及他們制定的嚴苛標準，這一切使得兩代人的矛盾加劇。
                        ",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Jupiters_Legacy_Title_Text.png/250px-Jupiters_Legacy_Title_Text.png,6.5,6.7,40%,40%,[]
Sweet Tooth：鹿角男孩,Sweet Tooth：鹿角男孩,"
                                　　十年前，“大崩塌”對世界造成了嚴重破壞，並導致了神祕的混血兒的出現——出生時半人半獸的嬰兒。
                                    
                                　　由於不確定雜交種是病毒的起因還是結果，許多人害怕並獵殺它們。
                                    
                                　　一個名叫格斯（克里斯蒂安·康弗裡飾）的鹿角男孩在與世隔絕的森林安居了十年後，機緣巧合地與一個四處流浪的名叫傑珀德（農索·阿諾 齊飾）的獨行俠交上了朋友。
                                    
                                　　他們一起踏上了一場穿越美國的非凡冒險，尋找答案——關於格斯的出身，傑珀德的過去，以及家的真正意義。
                                    
                                　　但他們的故事充滿了意想不到的盟友和敵人，格斯很快就瞭解到，森林外鬱鬱蔥蔥、危險的世界比他想象的要複雜得多。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/1/14/Sweet_tooth-%E9%B9%BF%E8%A7%92%E7%94%B7%E5%AD%A9_%28%E9%9B%BB%E8%A6%96%E5%8A%87%29.jpeg/250px-Sweet_tooth-%E9%B9%BF%E8%A7%92%E7%94%B7%E5%AD%A9_%28%E9%9B%BB%E8%A6%96%E5%8A%87%29.jpeg,8.1,7.8,97%,97%,[]
性/生活,性/生活,"
                                　　《性／生活》講述了一個女人、她的丈夫以及她的舊情人之間的三角戀故事，採用全新的視角審視了女性的身份和慾望。比莉·康納利（莎拉·夏希飾）並非生來就是生活在郊區的全職妻子和母親。在嫁給充滿愛心且為人可靠的庫伯（邁克·沃格爾飾）並搬到康涅狄格州之前，比莉是一個自由奔放的野孩子。她與好朋友莎夏（瑪格麗特·奧黛特飾）一起在紐約生活，工作努力，玩得更嗨。照顧兩個年幼的孩子讓比莉感到筋疲力盡並開始懷念過去，於是她開始寫日記，幻想自己與性感的前男友布萊德（亞當·迪莫斯飾）的激情之旅 — 與後者的分手讓她一直無法釋懷。但比莉越是回想，就越想不通自己為何走到了今天的地步。然後，丈夫發現了她的日記。有關比莉過去的真相會在她的婚姻中引發一場性革命嗎？還是會讓她與那個拋棄她並讓她心碎的男人再續前緣？
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/f/f9/Sex_Life_S1.jpg/250px-Sex_Life_S1.jpg,5.9,5.4,23%,23%,[]
叫她系主任,叫她系主任,"
                                　　《叫她系主任》講述金智允博士（吳珊卓 Sandra Oh 飾）在聲名顯赫的彭布羅克大學當上英文系系主任，她正努力適應這個新崗位。她是學校首位女系主任，更是大學職員之中少數的有色人種，必然要應付一般人不會面對的種種挑戰。《叫她系主任》由吳珊卓、Jay Duplass、Holland Taylor、卜巴拉賓 (Bob Balaban)、Nana Mensah、大衛摩斯 (David Morse) 和 Everly Carganilla 主演，8 月 20 日在 Netflix 首播。
                        ",None,7.6,7.2,Nothing,Nothing,[]
絕夜逢生,絕夜逢生,"
                                　　講述一架在布魯塞爾的航班起飛後，此時太陽活動突變令到被照射到的生物通通死亡，因此有幸逃過一劫的飛機試圖向西面飛去以躲在黑暗中。航班上包括富豪﹑窮人﹑年輕人﹑老人﹑平民﹑軍人等，他們只有一個目標：在這太陽浩劫下倖存……問題有些人為此可是會不擇手段。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/8/89/Into_the_Night_logo.jpg/270px-Into_the_Night_logo.jpg,7.7,7.1,88%,88%,[]
岸邊露伴一動也不動,岸邊露伴一動也不動,"
                                　　劇集由三個故事組成。
                                    
                                　　《富豪村》：在編輯泉京香（飯豐萬理江 飾）的慫恿之下，岸邊露伴（高橋一生 飾）和她一同前往一處名叫“富豪村”的別墅區拜訪。這裡的豪宅以極低的價格正在出售之中，然而，想要見到賣主，必須要通過他的禮儀考驗。
                                    
                                　　《KUSHAGARA》：岸邊露伴在街邊偶遇了名為志士十五（森山未來 飾）的同行漫畫家，十五告訴岸邊路邊，他的責編禁止他在漫畫裡使用“KUSHAGARA”這個詞，然而卻沒有告訴他這個詞到底是什麼意思。非常想知道其中含義的十五因為執念漸漸陷入了癲狂之中。
                                    
                                　　《D.N.A》：泉京香的男友太郎（中村倫也 飾）在6年前因為一場車禍而失去了記憶，一直到今天都沒有從車禍的陰影裡完全走出。一天，他們在路上偶然遇見了推著嬰兒車的女子片平真依（瀧內公美 飾），就在她經過太郎身旁時，嬰兒車裡伸出了一隻手抓住了太郎。
                        ",None,7.6,Nothing,Nothing,Nothing,[]
環太平洋：黑色禁區,環太平洋：黑色禁區,"
                                　　過去若有怪獸從環太平洋現身，都會有專為擊退牠們而造的巨大機甲獵人奮力反抗。但好景不常，如今澳洲遭到怪獸肆虐，全洲人類被迫疏散。泰勒和海莉這對年幼的兄妹不幸走失，著急地尋找不見蹤影的父母，過程中，兩人學會操控一個廢棄許久的破爛機甲獵人，因而有了突破眼前難關，殺出一線生機的希望。
                        ",None,5.6,Nothing,69%,69%,[]
進擊的巨人,進擊的巨人,"
                                　　在艾倫他們居住的帕拉迪島之外，還存在一個其他人類居住的世界。當中一個國家「瑪雷」與其他各國爆發戰爭。陷入苦戰之際，他們決定要攻進帕拉迪島，把「始祖的巨人」搶過來。在這裡又看到另一群孩子們拼命求生存的身影……。
                        ",None,9.3,9.0,47%,47%,"[686234052391164, 686234782391091, 686236245724278, 686241925723710, 686242882390281, 686243249056911, 686246689056567, 686258465722056, 686262252388344, 686269512387618, 686281255719777, 686284605719442, 686297675718135, 686299592384610, 686301759051060, 686302699050966, 686336572380912, 686399925707910, 686412952373274, 686452502369319, 686525029028733, 686578732356696, 686582249023011, 686733889007847, 687937528887483, 688116622202907, 686714765676426, 686720579009178, 686720729009163, 686724972342072, 687474305600472, 687475378933698, 687556972258872, 688048215543081, 686257715722131, 684851535862749, 684757302538839, 685716845776218, 685645715783331, 685700502444519, 684741415873761, 685728939108342, 685704529110783, 685180249163211, 684829889198247, 685573435790559, 684771065870796, 684750315872871, 684843449196891, 684840045863898, 685697989111437, 685764075771495, 684865439194692, 684745532540016, 685703715777531, 684749255872977, 687667618914474, 685723159108920, 685736605774242, 684764805871422, 685769262437643, 684825959198640, 684772392537330, 684805445867358, 685728412441728, 684750929206143, 685759145771988, 687024805645422, 684774399203796, 684813359199900, 684803152534254, 684803552534214, 684809199200316, 684746262539943, 685198685828034, 685700112444558, 686044362410133, 685702619110974, 684783705869532, 684929302521639, 684790552535514, 684883422526227, 685570179124218, 684829835864919, 684813945866508, 684788719202364, 686046222409947, 684753135872589, 684744359206800, 685382655809637, 684742265873676, 685692532445316, 684782392536330, 684799345867968, 686020609079175, 684772185870684, 685680242446545, 684785865869316, 684792285868674, 685099899171246, 684765615871341, 684947879186448, 684745152540054, 685198599161376, 684810755866827, 684850042529565, 684837705864132, 684813062533263, 684777925870110, 684814122533157, 684756202538949, 684846622529907, 684743745873528, 684790012535568, 684793042535265, 684758369205399, 685724525775450, 684748705873032, 685731555774747, 684763982538171, 685274759153760, 685727935775109, 685152572499312, 685054629175773, 684758082538761, 686618235686079, 686679395679963, 686690222345547]"
極道主夫,極道主夫,"
                                　　該劇根據大野康介同名漫畫改編，漫畫講述前最凶黑道的現任家庭主夫，綽號不死身阿龍日常生活的人情喜劇。
                        ",None,7.2,7.1,--,--,[]
武士彌助,武士彌助,"
                                　　作品以最強非洲浪人武士「彌助 Yasuke」為主角，他在16世紀的戰國日本為封建領主賣命，並被人稱為「黑武士」。已經隱居的他為了守護擁有謎之力量的少女，下定決心再次拔刀對抗襲來的黑暗勢力。
                        ",None,5.4,Nothing,93%,93%,[]
愛 x 死 x 機器人,愛 x 死 x 機器人,"
                                    　　這部名為《愛，死亡和機器人》的動畫短片合集由18部分組成，每部分時長5-15分鐘。這些短片涵蓋多種類型，包括科幻、奇幻、恐怖和喜劇；這些短片也將包含多種形式，包括傳統2D和3DCGI短片。
                                        
                                    　　18部短片導演列表：
                                        
                                    　　1.桑尼的優勢 Dave Wilson
                                        
                                    　　2.三個機器人 Víctor Maldonado&Alfredo Torres
                                        
                                    　　3.證人 Alberto Mielgo
                                        
                                    　　4.機動裝甲 Franck Balson
                                        
                                    　　5.噬魂者 Owen Sullivan
                                        
                                    　　6.當酸奶統治世界 Victor Maldonado & Alfredo Torres
                                        
                                    　　7.裂縫以外 Leon Berlue,Dominique Boidin,Remi Kozyra,Maxime Luere
                                        
                                    　　8.祝有好的收穫 Oliver Thomas
                                        
                                    　　9.垃圾場 Javier Recio Gracia...
                            ",None,9.2,8.5,81%,81%,[]
天空侵犯,天空侵犯,"
                                　　由《亞人》三浦追儺和《熱血鬥陣》大羽隆廣創作，血腥瘋狂的死亡遊戲漫畫《天空侵犯》終於推出動漫改編！高中生本城遊理髮現自己迷失在「異常空間」。在這裡，無數摩天大樓之間都以吊橋連接，還有「面具人」無情地殘殺困惑奔逃的受害者。想要活著走出這般煉獄，遊理只有兩種選擇：殺死麵具人，或是命喪黃泉。她決定拼命求生，以摧毀這個有違常理的世界。她最終的命運為何？
                        ",None,6.1,6.6,Nothing,Nothing,[]
伊甸,伊甸,"
                                　　遙遠的未來，一座名為「伊甸」的城市數千年來全無人類，只有機器人存在於此。人類女嬰莎拉從沉睡狀態甦醒，打亂當代一切道理。機器人 E92 和 A37 暫居伊甸之外的一處避風港，共同撫養這個應只存在古老神話中的人類孩子。莎拉到底是誰？此外，不是說人類已亡，她又是從何而來、為何而生？加入這個特別的三人組，一起揭開真相。
                                    
                                　　5 月 27 日首播，Netflix 獨家
                        ",None,6.3,6.6,Nothing,Nothing,[]
咒術迴戰,咒術迴戰,Nothing,None,Nothing,8.7,Nothing,Nothing,[]
終末的女武神,終末的女武神,"
                                　　千呼萬喚始出來，這部累計賣出超過 600 萬冊的超高人氣漫畫系列，終於改編成動畫了！13 名人類偉人代表與世界各地 13 位神明單挑對決，人類命運岌岌可危！背後創作者是 Graphinica 動畫工作室，這個夢幻團隊曾打造《十二大戰》、《Hello World》，並運用 3D 動畫技術描繪包括《無限住人》、《Promare》和《少女與戰車》等高超 3D 電腦動畫戰鬥場面，如今他們再度出馬，將這個緊湊刺激的世界幻化為影視作品。準備好了，刺激精彩的戰鬥動作動畫即將震破你的螢幕！6 月 17 日全球上線，Netflix 獨家。
                        ",None,5.9,6.2,86%,86%,[]
惡靈古堡：無盡闇黑,惡靈古堡：無盡闇黑,"
                                　　劇情將回到2006年，白宮發現總統的機密文件遭到駭客入侵而召來了里昂所帶領的特工團隊，在搜查期間卻突然停電，並遇到了喪屍襲擊。另一方面，TerraSave員工克萊爾在某個國家支持難民時，從一名患有失語症的少年手中獲得了一幅看似有人感染病毒的畫，並以此為展開調查。
                                    
                                　　翌日，克萊爾為了修建福利設施的議題前往白宮，巧遇里昂並將少年的畫展示給他看。儘管里昂認為白宮的喪屍事件和那幅奇怪的畫有關聯，克萊爾卻持相反意見徑自離去。兩個遙遠國家所爆發的喪屍事件，最終將發展成動搖國家的事態。
                        ",https://upload.wikimedia.org/wikipedia/zh/thumb/5/52/Resident_Evil_Infinite_Darkness_logo.jpg/250px-Resident_Evil_Infinite_Darkness_logo.jpg,4.9,5.8,50%,50%,[]
通靈王,通靈王,"
                                　　奇幻冒險漫畫《#通靈王#》確定製作完全新作TV動畫，根據全35卷原作漫畫改編！原作漫畫在《週刊少年Jump》上連載，2001年曾被改編為TV動畫。新版將於2021年4月開播！
                        ",None,7.1,7.2,Nothing,Nothing,[]
Dr.STONE 新石紀,Dr.STONE 新石紀,"
                                　　全人類因謎般的現象而在一瞬間石化，之後過了數千年——。
                                    
                                　　擁有超越人類的頭腦，天生的科學少年·千空甦醒了。
                                    
                                　　“從石器時代到現代文明，要跨越這科學史上的200萬年！”。
                                    
                                　　在這走投無路的狀況中，千空尋找著夥伴，決心取回原先的世界！
                        ",None,8.5,7.2,Nothing,Nothing,[]
藍色時期,藍色時期,"
                                　　人氣高中生矢口八虎覺得生活很無聊，在從一副繪畫中找到靈感後，他縱身投入了美麗卻又無情的藝術世界。
                        ",None,8.2,Nothing,Nothing,Nothing,[]
鬼滅之刃,鬼滅之刃,"
                                　　電視動畫《鬼滅之刃》改編自吾峠呼世晴創作的同名漫畫，於2018年6月4日在《週刊少年JUMP》2018年6月第27號上發表了動畫化的消息。動畫由ufotable負責製作。 於2019年4月放送開始。
                                    
                                　　日本大正時期，那是一個吃人的惡鬼橫行的世界，一名家人被鬼殺死，妹妹也變成了鬼的主人公炭治郎，在獵鬼人的指引下，成為了鬼獵人組織“鬼殺隊”的一員，為了讓妹妹禰豆子變回人類，為了討伐殺害家人的惡鬼，為了斬斷悲傷的連鎖而展開了戰鬥。
                        ",None,9.1,8.7,Nothing,Nothing,[]
英雄聯盟：奧術,英雄聯盟：奧術,"
                                　　本片作為英雄聯盟官方動畫劇集，講述的是在充滿蒸汽朋克氣息的烏托邦-皮爾特沃夫和由化學品驅動的地下城-祖安中，蔚和金克絲兩姐妹，她們在一場激烈的衝突後發現兩個人站在了彼此的對立面。她們從此分開，走上不同的道路，朝著不同的命運終點走去，但心中的羈絆又無時不刻 地讓姐妹二人想要破鏡重圓
                        ",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Arcane_Title_Text.png/250px-Arcane_Title_Text.png,9.1,9.2,100%,100%,[]
犯罪現場：賽西爾酒店失蹤事件,犯罪現場：賽西爾酒店失蹤事件,"
                                　　位於洛杉磯市中心的賽西爾酒店素以全洛杉磯最致命的酒店聞名：既是連續殺人犯藏身之所，也有許多人在此離奇死去。大學生藍可兒詭異失蹤，更為這間酒店的暗黑歷史添增最新篇章。2 月 10 日邀您入住賽西爾酒店，Netflix 獨家。
                        ",None,6.1,5.9,Nothing,Nothing,[]
摩天大樓 Skyscraper,摩天大樓 Skyscraper,"
                                　　在香港市中心，世界上最高、結構最複雜的摩天大樓遭到破壞，危機一觸即發。威爾·索耶（道恩·強森 飾）的妻子薩拉（內芙·坎貝爾 飾）和孩子們在98層被劫為人質，直接暴露在火線上。威爾，這位戰爭英雄、前聯邦調查局救援隊員，作為大樓的安保顧問，卻被誣陷縱火和謀殺。他必須奮力營救家人，為自己洗脫罪名，關乎生死存亡的高空任務就此展開。
                        ",None,6.3,5.9,48%,48%,[]
末日激戰 Outside the Wire,末日激戰 Outside the Wire,"
                                　　故事發生在未來，一名無人機飛行員哈普（戴姆森·伊德瑞斯飾）被派往危險的軍事區域，他在那裡發現自己服務的是一名研究機器人的長官里歐（安東尼·麥凱飾），這名長官的任務是在叛亂分子之前研發出打敗對方的裝置。
                        ",None,5.4,5.9,37%,37%,[]
勝利號 Space Sweepers,勝利號 Space Sweepers,"
                                　　故事講述2092年，勝利號飛船在太空中展開的冒險，金泰梨飾演勝利號船長，宋仲基飾演問題飛行員。
                        ",None,6.5,6.6,69%,69%,[]
祝你忌日快樂 Happy Death Day 2U,祝你忌日快樂 Happy Death Day 2U,"
                                　　停靠在路邊的汽車內，黃毛小子瑞恩（飛·武 Phi Vu 飾）被其他汽車的喇叭驚醒，他昏頭昏腦走下來，一路晃進校園，進了實驗室。由於正在研究的裝置耗能巨大，學院院長氣急敗壞責令瑞恩停掉在研項目。糟糕的事不止於此，事後不久他就被一個帶著面具的傢伙給殺掉了。然而，他再度醒來， 發現自己還躺在車裡，而接下來發生的一切都和“夢境”中的一樣。瑞恩惶恐不安，找到了好基友卡特·戴維斯（伊瑟爾·布羅薩德 Israel Broussard 飾）及其女友泰莉·格爾布曼（傑西卡·羅德 Jessica Rothe 飾）。
                                    
                                　　這種生死輪迴對於泰莉再熟悉不過了，她首先跟瑞恩講述自己的經歷，隨後告訴他想終止輪迴的方法只有找到凶手。而接下來，他們不僅發現瑞恩那臺裝置似乎是造成輪迴的一個成因，而且泰莉再次回到了那個可怕的早晨……
                        ",None,6.6,Nothing,71%,71%,[]
致命幻象 Deadly Illusions,致命幻象 Deadly Illusions,"
                                　　一名遇到寫作瓶頸的暢銷小說家僱傭了一個新保姆來照看她的孩子。隨後，小說家開始分不清虛構與現實之間的界限。
                        ",None,5.3,3.7,Nothing,Nothing,[]
消失的情人節 My Missing Valentine,消失的情人節 My Missing Valentine,"
                                　　公車司機阿泰（劉冠廷/飾），是一個動作慢吞吞、連手錶的時間、地震的感應都比別人慢的奇葩。他每天都會去郵局，找櫃員楊曉淇（李霈瑜/飾）寄一封不知道給誰的平信。櫃員楊曉淇和阿泰完全相反，是個凡事搶拍的超級急性子，唯獨感情生活毫無進展，年近三十還是母胎單身。情人節前夕，楊曉淇被天菜陽光男劉老師（周群達Duncan/飾）搭訕，終於情竇初開的曉淇和劉老師天雷勾動地火；想不到一覺醒來，劉老師再無音訊、而且情人節居然已經過了？！每天來寄信的阿泰也再也沒出現過...毫無記憶的楊曉淇，開始了一趟尋找真相的奇幻旅程...
                        ",None,7.2,7.2,--,--,[]
騙騙愛上你 The Con-Heartist,騙騙愛上你 The Con-Heartist,"
                                　　天真的伊娜是一名銀行員，在歷經前男友捲款，並與小三私奔後，過著負債累累的辛苦生活，一場因緣際會下，意外認識了一個外表帥氣卻十分狡猾的騙子，然而伊娜並沒有因此報警，反而決定僱用這名騙子，並對她的前男友展開報復行動，一場諜對諜的爆笑騙局，就此展開！
                        ",None,6.6,Nothing,Nothing,Nothing,[]
黑帽駭客 Blackhat,黑帽駭客 Blackhat,"
                                　　中國香港和美國洛杉磯同時發生了導致嚴重後果的黑客入侵事件，中國政府和美國聯邦調查局決定聯手，找到事件的真相。經過調查，黑客在犯罪過程中使用了遠程訪問工具，而程序的編寫者是一位名為尼古拉斯（克里斯·海姆斯沃斯 Chris Hemsworth 飾）的神祕男子，身為網絡高手的他此時正身陷囹圄。
                                    
                                　　陳大偉（王力宏 飾）是負責此案的軍官，他和妹妹（湯唯 飾）遠赴洛杉磯，在特工卡羅爾（維奧拉·戴維斯 Viola Davis 飾）的幫助下尋得了尼古拉斯的蹤跡。兩人和尼古拉斯之間達成了一個交易，如果尼古拉斯能夠幫助他們找到黑客事件的幕後真凶，那麼尼古拉斯就將重新獲得自由。
                        ",None,4.1,Nothing,Nothing,Nothing,[]
暗夜天堂 Night in Paradise,暗夜天堂 Night in Paradise,Nothing,None,Nothing,Nothing,72%,72%,[]
雷霆女神 Thunder Force,雷霆女神 Thunder Force,"
                                　　本片講述在一個充滿超級反派的世界裡，Emily Stanton（Octavia Spencer飾演）意外令前閨蜜Lydia（Melissa McCarthy飾演）擁有了超能力，而兩位女主得聯手組成「雷霆女神」，對付反派「The King」並保護芝加哥。
                        ",None,4.2,4.4,Nothing,Nothing,[]
天才的禮物 Gifted,天才的禮物 Gifted,"
                                　　Chris Evans將參演馬克·韋布（超凡蜘蛛俠系列）執導新片《Gifted》。該片講述美隊扮演一名原本波士頓大學助教現在是修船工的Frank Adler在姐姐自殺後領養了外甥女Mary——一位智力過人的天才少女。Mary剛一入學就表現得與眾不同，然而舅舅Frank只想讓孩子過普通人生活。Mary的外婆得知了少女的天賦，出現在二人的生活裡，要將Mary培養成數學天才。於是一場撫養權之爭開始了。
                        ",None,8.3,4.4,73%,73%,[]
緝魂 The Soul,緝魂 The Soul,"
                                　　著名集團董事長王世聰慘死家中，負責此案的檢察官樑文超（張震 飾）與妻子刑警阿爆（張鈞甯 飾）在調查中得知：死者的兒子王天佑（林暉閔 飾），年輕的新婚妻子李燕（孫安可 飾），多年合夥人萬宇凡（李銘順 飾），甚至死去的前妻唐素貞（張柏嘉 飾），每個人之間都有著錯綜複雜的關聯 。阿爆更是發現隱藏在案件背後的驚人祕密……
                                    
                                　　電影根據江波小說《移魂有術》改編。
                        ",None,6.9,4.4,--,--,[]
愛與怪物 Love and Monsters,愛與怪物 Love and Monsters,"
                                　　故事的背景設定在一個大部分人類已經死亡的末日世界中，主宰著這個世界裡的生殺大權的，是那些變異了的冷血動物。僅剩的人類為了求生被迫遷入地下堡壘中，終日生活在膽戰心驚裡。
                                    
                                　　喬伊（迪倫·奧布萊恩 Dylan O'Brien 飾）在七年前的大災難裡同女友艾米（傑西卡·亨維克 Jessica Henwick 飾）走散，如今他們身居兩個不同的地堡中，靠著無線電聯繫。一天，無比思念艾米的喬伊決定踏出安全區，重返地上世界，獨自徒步前往艾米所在的營地，一路上他遇見了無數的危險，同時也遇見了良師益友克萊德（邁克爾·魯克 Michael Rooker 飾）和米諾（阿麗亞娜·格林布拉特 Ariana Greenblatt 飾）。性格懦弱膽小的喬伊能夠活著見到艾米嗎？
                        ",None,7.2,7.0,94%,94%,[]
異變者 Homunculus,異變者 Homunculus,"
                                　　一位無家可歸的失憶男子接受一場實驗性醫學手術，術後醒來發現自己獲得新的能力，可以看穿人們內心最深處的傷痛，真實和幻象之間的界線也因而模糊難辨。
                        ",None,5.4,5.6,Nothing,Nothing,[]
謎屋闇語 Things Heard & Seen,謎屋闇語 Things Heard & Seen,Nothing,None,Nothing,Nothing,Nothing,Nothing,[]
氧氣危機 Oxygen,氧氣危機 Oxygen,"
                                　　《氧氣》是一部求生題材法國驚悚片，由亞歷山大·阿嘉執導。這部電影講述了一名年輕女子（梅拉尼·羅蘭飾，《鬼影特攻：以暴制暴》《無恥混蛋》）在低溫艙中醒來，她不記得自己是誰，為何出現在這裡。由於氧氣即將耗盡，她必須重建自己的記憶，以逃離這噩夢般的場景。
                        ",None,6.4,6.5,88%,88%,[]
窺探 The Woman in the Window,窺探 The Woman in the Window,"
                                　　喬·賴特(《至暗時刻》《贖罪》《傲慢與偏見》)將執導懸疑驚悚新片《窗裡的女人》(The Woman in the Window)，根據A.J. Finn所著同名暢銷小說改編，崔西·萊茨(《八月:奧色治郡》《伯德小姐》)操刀劇本。講述女主角Anna Fox隱居在紐約家中，酗酒、看老電影、回憶曾經的美好，以及暗中監視她的鄰居們。當羅素一家三口搬來後，Anna某晚透過窗戶看到了不該看的東西，她的世界開始支離破碎，令人震驚的祕密開始顯露出來。
                        ",None,6.1,5.7,26%,26%,[]
活屍大軍 Army of the Dead,活屍大軍 Army of the Dead,"
                                　　影片的故事發生在喪屍危機爆發的拉斯維加斯，在此期間，一名男子集結一群僱傭兵進行最終的賭博，冒險進入隔離區，以進行有史以來最大的劫案。
                        ",None,5.2,5.7,67%,67%,[]
酸酸甜甜愛上你 Sweet & Sour,酸酸甜甜愛上你 Sweet & Sour,Nothing,None,Nothing,Nothing,Nothing,Nothing,[]
無眠夢靨 AWAKE,無眠夢靨 AWAKE,Nothing,None,Nothing,4.8,27%,27%,[]
寵物當家 2 The Secret Life of Pets 2,寵物當家 2 The Secret Life of Pets 2,"
                                　　《愛寵大機密2》將延續2016年夏天轟動一時的《愛寵大機密》的故事，講述寵物在我們每天離家工作或上學後的生活。照明娛樂創始人兼首席執行官克里斯·梅勒丹德利和他長久以來的合作伙伴珍娜·海莉將共同製作這部續集。《愛寵大機密》是當時開畫成績最好的原創電影，不論是動畫片還是其他類型。
                                    
                                　　《愛寵大機密2》繼續由布萊恩·林奇（《小黃人大眼萌》）編劇，並再一次由克里斯·雷納德（《神偷奶爸》系列，《老雷斯的故事》）執導。
                        ",None,6.8,6.5,Nothing,Nothing,[]
神劍闖江湖 最終章：The Final,神劍闖江湖 最終章：The Final,"
                                　　明治維新運動後十二年，日本迎來了新時代。曾經叱吒風雲的劊子手緋村劍心如今已成為和平主義者，與朋友們一起在東京過著平靜的生活。一天晚上，劍心最喜歡的餐廳遭到炮火襲擊，只留下一張寫著“人誅”的字條——有人準備替天行道，審判之日近在眼前。此人名為雪代緣，對劍心懷恨在心，帶著一眾手下前來複仇。目睹無數無辜之人被牽扯進這場殘酷的鬥爭，劍心終將面臨一場審判，並由此找到對過去的救贖。
                        ",None,7.5,Nothing,Nothing,Nothing,[]
為父進行式 Fatherhood,為父進行式 Fatherhood,Nothing,None,Nothing,6.6,Nothing,Nothing,[]
許願神龍 Wish Dragon,許願神龍 Wish Dragon,"
                                　　你知道這世上僅存一條粉紅色的許願神龍嗎？他能夠實現許願者任何逆天改命的願望。這樣的神力引得不少人在暗中尋找神龍的蹤跡，然而普普通通的上海小青年丁思齊誤打誤撞打開了神龍的封印。千年代溝引發連串爆笑經歷，被綁定的一人一龍踏上了一段妙想天開又驚險萬分的旅途…
                        ",None,6.5,7.2,65%,65%,[]
第 8 夜 The 8th Night,第 8 夜 The 8th Night,"
                                　　該片是一部懸疑驚悚片，講述為了迎戰從封印中被釋放的“那個東西”，人們所展開的殊死搏鬥，全世界因被從封印中釋放的“那個東西”而陷入了一片混亂，所有人為了生存不得不奮力一搏。片名中所提到的數字“8”也預示著完全、不滅、重生等意義，金裕貞將在片中飾演本身就散發著陰森氣息的懸疑角色愛蘭。
                        ",None,5.2,5.3,63%,63%,[]
